experiment,method,nthreads,param1,param2,latency_ms,recall@100,speedup,index_mb,build_sec,encode_us,lut_us,scan_us,select_us,rerank_us,notes
PQ-SDC,M8,1,p,200,2.152634,0.405180,7.912691,2.995456,1.795137,36.542000,0.000000,1303.772000,739.436000,50.838000,
PQ-M,M8,2,p,200,0.963656,0.574520,17.675527,0.898304,1.795137,0.000000,31.068000,1060.470000,745.872000,60.594000,
PQ-SDC,M8,2,p,200,1.087594,0.405180,15.661293,2.995456,1.795137,36.562000,0.000000,1303.012000,732.998000,63.738000,
PQ-M,M8,4,p,200,0.481836,0.574520,35.350468,0.898304,1.795137,0.000000,31.306000,1048.318000,742.956000,54.828000,
PQ-SDC,M8,4,p,200,0.554642,0.405180,30.710130,2.995456,1.795137,36.492000,0.000000,1304.398000,733.120000,62.888000,
PQ-M,M8,8,p,200,0.373244,0.574520,45.635370,0.898304,1.795137,0.000000,32.110000,1234.762000,910.444000,58.960000,
PQ-SDC,M8,8,p,200,0.441076,0.405180,38.617218,2.995456,1.795137,37.110000,0.000000,1636.370000,797.848000,61.658000,
PQ-M,M8,16,p,200,0.302362,0.574520,56.333560,0.898304,1.795137,0.000000,73.310000,2390.286000,1125.378000,161.062000,
PQ-SDC,M8,16,p,200,0.335770,0.405180,50.728558,2.995456,1.795137,37.156000,0.000000,2516.862000,1315.098000,58.128000,
PQ-M,M8,32,p,200,0.282268,0.574520,60.343815,0.898304,1.795137,0.000000,210.076000,3386.290000,1812.524000,443.168000,
PQ-SDC,M8,32,p,200,0.317750,0.405180,53.605438,2.995456,1.795137,38.042000,0.000000,4455.648000,1859.886000,148.714000,
PQ-M,M8,1,p,300,1.928384,0.675540,8.832851,0.898304,1.795137,0.000000,30.744000,1056.180000,750.226000,68.950000,
PQ-SDC,M8,1,p,300,2.168192,0.490760,7.855913,2.995456,1.795137,35.958000,0.000000,1300.946000,737.950000,71.096000,
PQ-M,M8,2,p,300,0.960356,0.675540,17.736264,0.898304,1.795137,0.000000,30.782000,1050.052000,745.200000,70.702000,
